Round,Drawing date,First place winners,Second place winners,Third place winners,Fourth place winners,Fifth place winners,1,2,3,4,5,6,Bonus,Total purchased money,Total purchased tickets,Expected First Winner,Expected Second Winner,Expected Third Winner,Expected Fourth Winner,Expected Fifth Winner
1,2002.12.07,0,1,28,2537,40155,10,23,29,33,37,40,16,3681782000,1840891,0.226013191,1.356079145,51.53093159,2511.447476,40908.68889
2,2002.12.14,1,2,103,3763,55480,9,13,21,25,32,42,2,4904274000,2452137,0.301058187,1.806349125,68.6411656,3345.343793,54491.93333
3,2002.12.21,1,0,139,5940,73256,11,16,19,21,27,31,30,4729342000,2364671,0.290319654,1.741917923,66.19278356,3226.017735,52548.24444
4,2002.12.28,0,1,29,2777,52382,14,27,30,31,40,42,2,5271464000,2635732,0.323598844,1.941593064,73.78042772,3595.814461,58571.82222
5,2003.01.04,0,0,42,3043,60434,16,24,29,40,41,42,3,6277102000,3138551,0.385331845,2.311991072,87.8555313,4281.78854,69745.57778
6,2003.01.11,1,3,138,13445,176375,14,15,26,27,40,42,34,15305356000,7652678,0.939548389,5.637290333,214.2167171,10440.21555,170059.5111
7,2003.01.18,0,9,270,13229,206259,2,9,16,25,26,40,42,12794890000,6397445,0.785438659,4.712631951,179.0797503,8727.755798,142165.4444
8,2003.01.25,0,6,348,14279,248242,8,19,25,34,37,39,9,20751450000,10375725,1.273867227,7.643203365,290.4413,14155.15007,230571.6667
9,2003.02.01,0,4,352,23672,603375,2,4,16,17,36,39,14,73624020000,36812010,4.519550501,27.117303,1030.455996,50221.02319,818044.6667
10,2003.02.08,13,236,11247,703234,3410846,9,25,30,33,41,44,6,2.61E+11,130428196,16.01316577,96.07899463,3650.996417,177937.5116,2898404.356
11,2003.02.15,5,11,428,38515,612805,1,7,36,37,41,42,14,91925306000,45962653,5.643009751,33.8580585,1286.604328,62704.8472,1021392.289
12,2003.02.22,12,27,1903,76845,1115084,2,11,21,25,39,45,44,76255508000,38127754,4.681089397,28.08653638,1067.28681,52016.03547,847283.4222
13,2003.03.01,0,6,450,29601,726751,22,23,25,37,38,42,26,66532136000,33266068,4.084201712,24.50521027,931.1966185,45383.44884,739245.9556
14,2003.03.08,4,28,1421,77736,1341756,2,6,12,31,33,40,15,99838648000,49919324,6.128785301,36.7727118,1397.36099,68102.76126,1109318.311
15,2003.03.15,1,16,509,39202,827538,3,4,16,30,31,37,13,73264910000,36632455,4.49750585,26.9850351,1025.429823,49976.06412,814054.5556
16,2003.03.22,4,12,862,47255,870770,6,7,24,37,38,40,33,75777348000,37888674,4.651736635,27.91041981,1060.59439,51689.86903,841970.5333
17,2003.03.29,3,9,1142,61651,961162,3,4,9,17,32,37,1,72718152000,36359076,4.46394207,26.78365242,1017.777293,49603.10505,807979.4667
18,2003.04.05,0,15,664,38453,693323,3,12,13,19,32,35,29,66371660000,33185830,4.074350588,24.44610353,928.9505654,45273.98363,737462.8889
19,2003.04.12,1,14,697,55154,1135991,6,30,38,39,40,43,26,1.06E+11,52978909,6.50442219,39.02653314,1483.006074,72276.81992,1177309.089
20,2003.04.19,1,14,888,48158,827470,10,14,18,20,23,30,41,81056776000,40528388,4.975824365,29.85494619,1134.486284,55291.11596,900630.8444
21,2003.04.26,23,26,2008,82996,1155368,6,12,17,18,31,32,21,84247142000,42123571,5.17167105,31.0300263,1179.139262,57467.35471,936079.3556
22,2003.05.03,4,32,827,53248,937961,4,5,6,8,17,39,25,79455152000,39727576,4.877505629,29.26503378,1112.069645,54198.603,882835.0222
23,2003.05.10,4,23,1372,63717,990081,5,13,17,18,33,42,44,77374256000,38687128,4.74976587,28.49859522,1082.945023,52779.16508,859713.9556
24,2003.05.17,0,18,925,52777,755905,7,8,27,29,36,43,6,78486634000,39243317,4.81805131,28.90830786,1098.51408,53537.94952,872073.7111
25,2003.05.24,2,28,1111,58903,1096200,2,4,21,26,43,44,16,1.20E+11,60036884,7.370956629,44.22573977,1680.575635,81905.70805,1334152.978
26,2003.05.31,5,39,1340,72252,1097093,4,5,7,18,20,25,31,80193026000,40096513,4.922801428,29.53680857,1122.397072,54701.92769,891033.6222
27,2003.06.07,2,16,579,33509,625925,1,20,26,28,37,43,27,76145050000,38072525,4.674308722,28.04585233,1065.740818,51940.68895,846056.1111
28,2003.06.14,10,22,1164,57870,938483,9,18,23,25,35,37,1,75448366000,37724183,4.63154145,27.7892487,1055.989895,51465.46112,838315.1778
29,2003.06.21,5,17,752,42347,765661,1,5,13,34,39,40,11,74523120000,37261560,4.574743464,27.44846078,1043.039973,50834.32469,828034.6667
30,2003.06.28,2,22,872,42319,710466,8,17,20,35,36,44,4,72399690000,36199845,4.444392675,26.66635605,1013.320037,49385.87312,804441
31,2003.07.05,2,29,1130,58406,863641,7,9,18,23,28,35,32,71317306000,35658653,4.377948474,26.26769085,998.1707815,48647.54843,792414.5111
32,2003.07.12,10,49,1203,52704,834746,6,14,19,25,34,44,11,71179198000,35589599,4.369470452,26.21682271,996.2377953,48553.34106,790879.9778
33,2003.07.19,1,41,1063,52142,888943,4,7,32,33,40,41,9,67457252000,33728626,4.140991718,24.84595031,944.1447206,46014.49659,749525.0222
34,2003.07.26,5,45,1264,68519,922063,9,26,35,37,40,42,2,69389894000,34694947,4.259630623,25.55778374,971.1943511,47332.80628,770998.8222
35,2003.08.02,3,24,933,46866,779854,2,3,11,26,37,43,39,66143062000,33071531,4.060317665,24.36190599,925.7510637,45118.05048,734922.9111
36,2003.08.09,1,19,768,38321,673755,1,10,23,26,28,40,31,66856686000,33428343,4.104124831,24.62474899,935.739083,45604.83356,742852.0667
37,2003.08.16,3,20,857,46334,782490,7,27,30,33,35,37,42,65509794000,32754897,4.021443304,24.12865983,916.8877225,44686.08049,727886.6
38,2003.08.23,3,18,679,36377,681031,16,17,22,30,37,43,36,67369284000,33684642,4.135591635,24.81354981,942.9135035,45954.49113,748547.6
39,2003.08.30,6,25,699,38752,680975,6,7,13,15,21,43,8,66094476000,33047238,4.057335121,24.34401073,925.0710447,45084.90859,734383.0667
40,2003.09.06,13,44,1055,65081,798374,7,13,18,19,25,26,6,65699086000,32849543,4.033063354,24.19838012,919.5370899,44815.20191,729989.8444
41,2003.09.13,0,21,700,33805,583744,13,20,23,35,38,43,34,57624562000,28812281,3.53739334,21.22436004,806.5244933,39307.34106,640272.9111
42,2003.09.20,6,35,1405,79543,1393691,17,18,19,21,23,32,1,1.20E+11,59954870,7.360887458,44.16532475,1678.279868,81793.81992,1332330.444
43,2003.09.27,1,21,926,45078,776043,6,31,35,38,39,44,1,74686296000,37343148,4.584760333,27.508562,1045.323816,50945.63165,829847.7333
44,2003.10.04,5,23,785,40092,696051,3,11,21,30,38,45,39,69956950000,34978475,4.294440434,25.7666426,979.1309764,47719.61119,777299.4444
45,2003.10.11,2,27,890,45470,775339,1,10,20,27,33,35,17,71216232000,35608116,4.371743855,26.23046313,996.7561303,48578.603,791291.4667
46,2003.10.18,3,39,1043,45243,745199,8,13,15,23,31,38,39,68181568000,34090784,4.185455233,25.1127314,954.2823872,46508.57299,757572.9778
47,2003.10.25,5,11,902,40580,679466,14,17,26,31,36,45,27,67756694000,33878347,4.159373534,24.95624121,948.3357687,46218.75443,752852.1556
48,2003.11.01,6,25,1279,58047,874668,6,10,18,26,37,38,3,65806832000,32903416,4.039677547,24.23806528,921.0451237,44888.6985,731187.0222
49,2003.11.08,7,49,1487,66451,929635,4,7,16,19,33,40,30,64501142000,32250571,3.959525283,23.7571517,902.7704344,43998.05048,716679.3556
50,2003.11.15,3,14,826,40296,664631,2,10,12,15,22,44,1,65563234000,32781617,4.02472382,24.14834292,917.6356791,44722.53342,728480.3778
51,2003.11.22,6,26,961,45707,706567,2,3,11,16,26,44,35,62553680000,31276840,3.839976624,23.03985974,875.5133804,42669.63165,695040.8889
52,2003.11.29,4,13,669,34665,619109,2,4,15,16,20,29,1,64393446000,32196723,3.952914159,23.71748495,901.2631004,43924.58799,715482.7333
53,2003.12.06,3,25,802,45372,742615,7,8,14,32,33,39,42,64996010000,32498005,3.989903696,23.93942218,909.6967025,44335.61392,722177.8889
54,2003.12.13,3,15,719,34854,617337,1,8,21,27,36,39,37,63833006000,31916503,3.918510484,23.5110629,893.419074,43542.29604,709255.6222
55,2003.12.20,2,24,728,42550,746855,17,21,31,37,40,44,7,62195764000,31097882,3.818005269,22.90803162,870.5039189,42425.48704,691064.0444
56,2003.12.27,4,29,1359,41156,744566,10,14,30,31,33,37,19,65258932000,32629466,4.006043663,24.03626198,913.3766096,44514.96044,725099.2444
57,2004.01.03,4,25,960,44050,763692,7,10,16,25,29,44,6,70132666000,35066333,4.305227095,25.83136257,981.5903314,47839.47203,779251.8444
58,2004.01.10,4,39,1318,58215,880954,10,24,25,33,40,44,1,66638136000,33319068,4.090708724,24.54425234,932.680215,45455.75443,740423.7333
59,2004.01.17,4,23,651,35026,626460,6,29,36,39,41,45,13,67563698000,33781849,4.147526108,24.88515665,945.6345594,46087.10641,750707.7556
60,2004.01.24,7,27,1088,45712,735708,2,8,25,36,39,42,11,65405936000,32702968,4.015067783,24.0904067,915.4341059,44615.23602,726732.6222
61,2004.01.31,5,11,789,41227,714784,14,15,19,30,38,43,8,73312994000,36656497,4.500457578,27.00274547,1026.102816,50008.86357,814588.8222
62,2004.02.07,1,22,829,41686,700804,3,8,15,27,29,35,21,66740368000,33370184,4.09698443,24.58190658,934.1110738,45525.48977,741559.6444
63,2004.02.14,2,26,824,41505,712954,3,20,23,36,38,40,5,67074050000,33537025,4.117468134,24.7048088,938.7813515,45753.10368,745267.2222
64,2004.02.21,4,11,651,37117,654379,14,15,18,21,26,36,39,65085154000,32542577,3.99537597,23.97225582,910.9443791,44396.42156,723168.3778
65,2004.02.28,4,27,1003,52556,848960,4,25,33,36,40,43,39,66685144000,33342572,4.0935944,24.5615664,933.338148,45487.81992,740946.0444
66,2004.03.06,4,19,786,40188,712181,2,3,7,17,22,24,45,63378796000,31689398,3.890627939,23.34376763,887.0618632,43232.46658,704208.8444
67,2004.03.13,7,62,972,46740,748901,3,7,10,15,36,38,33,64314872000,32157436,3.948090745,23.68854447,900.1633636,43870.99045,714609.6889
68,2004.03.20,5,20,754,43265,735760,10,12,15,16,26,39,38,63813236000,31906618,3.917296865,23.50378119,893.1423693,43528.81037,709035.9556
69,2004.03.27,3,20,766,41220,704209,5,8,14,15,19,39,35,63711302000,31855651,3.911039452,23.46623671,891.7156813,43459.27831,707903.3556
70,2004.04.03,3,14,717,36781,645990,5,19,22,25,28,43,26,63232578000,31616289,3.881652069,23.28991241,885.0153678,43132.72715,702584.2
71,2004.04.10,0,28,782,39516,659631,5,9,12,16,29,41,21,62889986000,31444993,3.860621407,23.16372844,880.2203841,42899.03547,698777.6222
72,2004.04.17,13,44,2510,113994,1702959,2,4,11,17,26,27,1,1.26E+11,62825607,7.71333876,46.28003256,1758.638646,85710.24147,1396124.6
73,2004.04.24,6,26,1363,55608,865131,3,12,18,32,40,43,38,72635862000,36317931,4.458890542,26.75334325,1016.625546,49546.97271,807065.1333
74,2004.05.01,3,40,1021,48438,802633,6,15,17,18,35,40,23,68902158000,34451079,4.229690021,25.37814012,964.3679039,47000.10778,765579.5333
75,2004.05.08,4,19,817,40782,697174,2,5,24,32,34,44,28,66138372000,33069186,4.06002976,24.36017856,925.6854216,45114.8513,734870.8
76,2004.05.15,2,17,840,44504,770522,1,3,15,22,25,37,43,65083924000,32541962,3.995300464,23.97180279,910.9271638,44395.58254,723154.7111
77,2004.05.22,3,19,713,37033,643154,2,18,29,32,43,44,37,64420666000,32210333,3.95458511,23.72751066,901.6440768,43943.15553,715785.1778
78,2004.05.29,4,22,910,42450,716323,10,13,25,29,33,35,38,61257794000,30628897,3.760426197,22.56255718,857.3759098,41785.67121,680642.1556
79,2004.06.05,4,31,1196,49431,741871,3,12,24,27,30,32,14,60390004000,30195002,3.707155257,22.24293154,845.2301534,41193.72715,671000.0444
80,2004.06.12,1,16,868,40251,706432,17,18,24,25,26,30,1,60160440000,30080220,3.693063035,22.15837821,842.0171313,41037.13506,668449.3333
81,2004.06.19,5,20,1046,51654,787258,5,7,11,13,20,33,6,60983308000,30491654,3.743576352,22.46145811,853.5341507,41598.43656,677592.3111
82,2004.06.26,1,20,637,36139,638058,1,2,3,14,27,42,39,61302808000,30651404,3.763189467,22.5791368,858.0059344,41816.37653,681142.3111
83,2004.07.03,2,15,851,45924,763287,6,10,15,17,19,34,14,62512062000,31256031,3.837421824,23.02453094,874.9308868,42641.24284,694578.4667
84,2004.07.10,2,17,635,32402,582445,16,23,27,34,42,45,11,62780760000,31390380,3.853916362,23.12349817,878.6916359,42824.52933,697564
85,2004.07.17,4,31,823,41746,664492,6,8,13,23,31,36,21,59451304000,29725652,3.649531372,21.89718823,832.091927,40553.41337,660570.0444
86,2004.07.24,1,16,611,35057,616434,2,12,37,39,41,45,33,59835968000,29917984,3.673144704,22.03886822,837.4757586,40815.80355,664844.0889
87,2004.07.31,11,33,1250,54768,890859,4,12,16,23,34,43,26,83793642000,41896821,5.14383209,30.86299254,1172.791989,57158.00955,931040.4667
88,2004.08.07,4,31,1183,64639,1098115,1,17,20,24,30,41,27,51910612000,51910612,6.373263303,38.23957982,1453.101892,70819.38881,1153569.156
89,2004.08.14,3,30,1340,72667,1261896,4,26,28,29,33,40,37,55102179000,55102179,6.765104124,40.59062475,1542.441468,75173.50477,1224492.867
90,2004.08.21,4,34,1297,67888,1160774,17,20,29,35,38,44,10,55493544000,55493544,6.813153494,40.87892097,1553.396708,75707.42701,1233189.867
91,2004.08.28,4,32,1205,64183,1128902,1,21,24,26,29,42,27,59061052000,59061052,7.251150022,43.50690013,1653.259769,80574.42292,1312467.822
92,2004.09.04,11,50,1623,79319,1307607,3,14,24,33,35,36,17,58296001000,58296001,7.157221801,42.9433308,1631.844166,79530.69714,1295466.689
93,2004.09.11,6,26,1462,68597,1185275,6,22,24,36,38,44,19,57236313000,57236313,7.027119874,42.16271924,1602.180971,78085.01091,1271918.067
94,2004.09.18,6,38,1353,71106,1223793,5,32,34,40,41,45,6,57144729000,57144729,7.015875758,42.09525455,1599.617316,77960.06685,1269882.867
95,2004.09.25,8,48,1728,82432,1347106,8,17,27,31,34,43,14,60077493000,60077493,7.37594235,44.2556541,1681.712378,81961.10914,1335055.4
96,2004.10.02,7,38,1197,65301,1111779,1,3,8,21,22,31,20,54217572000,54217572,6.656497558,39.93898535,1517.679207,73966.67394,1204834.933
97,2004.10.09,9,46,1543,77227,1282678,6,7,14,15,20,36,3,57713200000,57713200,7.085669105,42.51401463,1615.530176,78735.60709,1282515.556
98,2004.10.16,4,45,1880,87818,1385812,6,9,16,23,24,32,43,56231084000,56231084,6.903704086,41.42222451,1574.042213,76713.62074,1249579.644
99,2004.10.23,6,40,1581,77203,1282311,1,3,10,27,29,37,11,56207491000,56207491,6.900807483,41.4048449,1573.381788,76681.43383,1249055.356
100,2004.10.30,4,36,1544,76899,1235777,1,7,11,23,37,42,6,56561977000,56561977,6.944329078,41.66597447,1583.304697,77165.04366,1256932.822
101,2004.11.06,5,38,1405,73210,1246344,1,3,17,32,35,45,8,57585065000,57585065,7.069937484,42.4196249,1611.943371,78560.79809,1279668.111
102,2004.11.13,9,24,1352,75476,1322337,17,22,24,26,35,40,42,56937962000,56937962,6.990490187,41.94294112,1593.829414,77677.98363,1265288.044
103,2004.11.20,8,38,1583,75587,1231156,5,14,15,27,30,45,10,57420615000,57420615,7.049747332,42.29848399,1607.340024,78336.44611,1276013.667
104,2004.11.27,2,23,1293,71824,1246208,17,32,33,34,42,44,35,56533705000,56533705,6.940858017,41.6451481,1582.513296,77126.4734,1256304.556
105,2004.12.04,4,26,1331,69127,1192263,8,10,20,34,41,45,28,57479716000,57479716,7.057003386,42.34202032,1608.994402,78417.07503,1277327.022
106,2004.12.11,16,40,2056,93551,1415989,4,10,12,22,24,33,29,57384485000,57384485,7.045311514,42.27186908,1606.328659,78287.15553,1275210.778
107,2004.12.18,2,35,2181,91651,1301235,1,4,5,6,9,31,17,57545202000,57545202,7.065043351,42.39026011,1610.827511,78506.41473,1278782.267
108,2004.12.25,7,41,1462,70827,1223421,7,18,22,23,29,44,12,58875228000,58875228,7.228335703,43.37001422,1648.058112,80320.91132,1308338.4
109,2005.01.01,12,31,1493,73179,1271057,1,5,34,36,42,44,33,62584098000,62584098,7.683687781,46.10212669,1751.878233,85380.76126,1390757.733
110,2005.01.08,3,38,1392,73674,1196287,7,20,22,23,29,43,1,57625490000,57625490,7.074900615,42.44940369,1613.074964,78615.94816,1280566.444
111,2005.01.15,6,51,1734,86863,1389605,7,18,31,33,36,40,27,57876999000,57876999,7.105779331,42.63467599,1620.115301,78959.07094,1286155.533
112,2005.01.22,9,32,1370,70247,1227387,26,29,30,33,41,42,43,59292005000,59292005,7.279505001,43.67703,1659.724695,80889.50205,1317600.111
113,2005.01.29,9,43,1479,72711,1241238,4,9,28,33,36,45,26,59258248000,59258248,7.275360525,43.65216315,1658.779756,80843.44884,1316849.956
114,2005.02.05,6,41,1491,78504,1283250,11,14,19,26,28,41,2,60079401000,60079401,7.376176603,44.25705962,1681.765788,81963.71214,1335097.8
115,2005.02.12,9,34,1990,91627,1447287,1,2,6,9,25,28,31,59130557000,59130557,7.259683415,43.55810049,1655.20538,80669.24557,1314012.378
116,2005.02.19,7,56,1735,91897,1499198,2,4,25,31,34,37,17,61606084000,61606084,7.563613282,45.38167969,1724.501288,84046.49932,1369024.089
117,2005.02.26,9,50,1642,78361,1267826,5,10,22,34,36,44,35,59429610000,59429610,7.29639929,43.77839574,1663.576587,81077.23056,1320658
118,2005.03.05,10,41,1671,83233,1390561,3,4,10,17,19,22,38,57171934000,57171934,7.019215819,42.11529491,1600.378849,77997.18145,1270487.422
119,2005.03.12,9,49,1936,85327,1355365,3,11,13,14,17,21,38,57800632000,57800632,7.096403464,42.57842079,1617.977606,78854.88677,1284458.489
120,2005.03.19,3,31,1605,80400,1377368,4,6,10,11,32,37,30,57418983000,57418983,7.049546965,42.29728179,1607.29434,78334.21965,1275977.4
121,2005.03.26,2,31,1342,67464,1153689,12,28,30,34,38,43,9,57134544000,57134544,7.014625307,42.08775184,1599.332214,77946.1719,1269656.533
122,2005.04.02,9,38,1403,72518,1266949,1,11,16,17,36,40,8,56171704000,56171704,6.896413777,41.37848266,1572.380025,76632.61119,1248260.089
123,2005.04.09,5,38,1477,72742,1188107,7,17,18,28,30,45,27,54097448000,54097448,6.641749478,39.85049687,1514.31665,73802.794,1202165.511
124,2005.04.16,9,37,1540,75040,1230275,4,16,23,25,29,42,1,54180838000,54180838,6.651987585,39.91192551,1516.650935,73916.55935,1204018.622
125,2005.04.23,7,36,1444,74261,1220272,2,8,32,33,35,36,18,53149705000,53149705,6.525391464,39.15234879,1487.787062,72509.82947,1181104.556
126,2005.04.30,9,35,1439,71370,1166992,7,20,22,27,40,43,1,52748965000,52748965,6.47619109,38.85714654,1476.569393,71963.11733,1172199.222
127,2005.05.07,6,43,1279,67175,1143382,3,5,10,29,32,43,35,50752603000,50752603,6.231090133,37.3865408,1420.686457,69239.56753,1127835.622
128,2005.05.14,6,23,1192,63294,1102953,12,30,34,36,37,45,39,52310392000,52310392,6.422345815,38.53407489,1464.292688,71364.79127,1162453.156
129,2005.05.21,11,50,1473,71124,1145600,19,23,25,28,38,42,17,51555754000,51555754,6.329696037,37.97817622,1443.16857,70335.27149,1145683.422
130,2005.05.28,4,30,1273,63587,1087239,7,19,24,27,42,45,31,51359012000,51359012,6.305541273,37.83324764,1437.661292,70066.86494,1141311.378
131,2005.06.04,8,33,1645,73893,1153272,8,10,11,14,15,21,37,50231773000,50231773,6.167145853,37.00287512,1406.107183,68529.02183,1116261.622
132,2005.06.11,4,34,1382,65277,1098225,3,17,23,34,41,45,43,49921897000,49921897,6.129101198,36.77460719,1397.433014,68106.27149,1109375.489
133,2005.06.18,8,51,1466,76266,1221679,4,7,15,18,23,26,13,50889926000,50889926,6.2479498,37.4876988,1424.530456,69426.91132,1130887.244
134,2005.06.25,5,50,1433,69698,1129299,3,12,20,23,31,35,43,50445575000,50445575,6.193395138,37.16037083,1412.092011,68820.70259,1121012.778
135,2005.07.02,7,28,1424,66201,1099249,6,14,22,28,35,39,16,51062672000,51062672,6.269158484,37.6149509,1429.366028,69662.58117,1134726.044
136,2005.07.09,6,26,1279,66993,1119075,2,16,30,36,41,42,11,51144633000,51144633,6.279221148,37.67532689,1431.660312,69774.397,1136547.4
137,2005.07.16,9,40,1578,72935,1186655,7,9,20,25,36,39,15,49978654000,49978654,6.13606947,36.81641682,1399.021778,68183.70259,1110636.756
138,2005.07.23,5,32,1251,61230,1056925,10,11,27,28,37,39,19,47688450000,47688450,5.854892413,35.12935448,1334.913504,65059.27694,1059743.333
139,2005.07.30,7,28,1128,57271,986618,9,11,15,20,28,43,13,48371085000,48371085,5.938702109,35.63221265,1354.022086,65990.56617,1074913
140,2005.08.06,5,34,1310,64372,1082575,3,13,17,18,19,28,8,45983464000,45983464,5.645564796,33.87338878,1287.186877,62733.23874,1021854.756
141,2005.08.13,6,29,1144,58203,1000591,8,12,29,31,42,43,2,48016958000,48016958,5.89522459,35.37134754,1344.109226,65507.44611,1067043.511
142,2005.08.20,11,28,1326,64602,1067644,12,16,30,34,40,44,19,48012844000,48012844,5.894719499,35.36831699,1343.994066,65501.83356,1066952.089
143,2005.08.27,3,35,1182,57130,986951,26,27,28,42,43,45,8,49415357000,49415357,6.066911355,36.40146813,1383.253751,67415.22101,1098119.044
144,2005.09.03,8,38,1498,74181,1180411,4,15,17,26,36,37,43,49202521000,49202521,6.04078067,36.24468402,1377.295963,67124.85812,1093389.356
145,2005.09.10,3,38,1217,63120,1093545,2,3,13,20,27,44,9,48913832000,48913832,6.005337223,36.03202334,1369.21487,66731.01228,1086974.044
146,2005.09.17,2,34,1383,62524,1038812,2,19,27,35,41,42,25,50677555000,50677555,6.221876205,37.33125723,1418.585685,69137.18281,1126167.889
147,2005.09.24,7,35,1215,62412,1067800,4,6,13,21,40,42,36,50345605000,50345605,6.18112144,37.08672864,1409.293612,68684.31787,1118791.222
148,2005.10.01,5,35,1185,63358,1079664,21,25,33,34,35,36,17,49523247000,49523247,6.080157421,36.48094452,1386.27385,67562.41064,1100516.6
149,2005.10.08,7,43,1171,60450,1016240,2,11,21,34,41,42,27,48406950000,48406950,5.943105391,35.65863235,1355.026033,66039.49523,1075710
150,2005.10.15,4,46,1279,65200,1100850,2,18,25,28,37,39,16,48763778000,48763778,5.986914522,35.92148713,1365.0145,66526.30014,1083639.511
151,2005.10.22,4,45,1491,68250,1113528,1,2,10,13,18,19,15,47357067000,47357067,5.814207262,34.88524357,1325.637303,64607.18554,1052379.267
152,2005.10.29,5,30,1184,60282,1021147,1,5,13,26,29,34,43,48180334000,48180334,5.915282883,35.4916973,1348.68251,65730.33288,1070674.089
153,2005.11.05,4,52,1446,71562,1137072,3,8,11,12,13,36,33,47777735000,47777735,5.865854272,35.19512563,1337.412804,65181.08458,1061727.444
154,2005.11.12,4,32,1189,60181,1020067,6,19,21,35,40,45,20,48022386000,48022386,5.895891006,35.37534604,1344.261169,65514.8513,1067164.133
155,2005.11.19,9,37,1287,62882,1035003,16,19,20,32,33,41,4,46140202000,46140202,5.664808117,33.9888487,1291.574348,62947.06958,1025337.822
156,2005.11.26,8,30,1230,59506,998192,5,18,28,30,42,45,2,47344584000,47344584,5.812674676,34.87604806,1325.287874,64590.15553,1052101.867
157,2005.12.03,2,28,1155,61650,1028734,19,26,30,33,35,39,37,46853365000,46853365,5.752365851,34.51419511,1311.537482,63920.00682,1041185.889
158,2005.12.10,10,45,1516,67910,1071741,4,9,13,18,21,34,7,46368888000,46368888,5.692884767,34.1573086,1297.975815,63259.05593,1030419.733
159,2005.12.17,6,24,1071,54933,920378,1,18,30,41,42,43,32,44311926000,44311926,5.440343718,32.64206231,1240.39654,60452.8322,984709.4667
160,2005.12.24,2,32,1079,58680,1022787,3,7,8,34,39,41,1,46833239000,46833239,5.749894906,34.49936943,1310.974107,63892.5498,1040738.644
161,2005.12.31,7,63,1381,66233,1116934,22,34,36,40,42,45,44,53096453000,53096453,6.518853514,39.11312108,1486.296411,72437.18008,1179921.178
162,2006.01.07,5,33,1172,61205,1057899,1,5,21,25,38,41,24,49050086000,49050086,6.022065645,36.13239387,1373.028944,66916.89768,1090001.911
163,2006.01.14,7,47,1390,66604,1099200,7,11,26,28,29,44,16,49018952000,49018952,6.018243205,36.10945923,1372.157429,66874.42292,1089310.044
164,2006.01.21,3,39,1626,74835,1250274,6,9,10,11,39,41,27,53052119000,53052119,6.51341046,39.08046276,1485.055397,72376.69714,1178935.978
165,2006.01.28,2,40,1535,78820,1297194,5,13,18,19,22,42,31,58088118000,58088118,7.131699214,42.79019528,1626.025025,79247.09141,1290847.067
166,2006.02.04,11,28,1507,70751,1140980,9,12,27,36,39,45,14,52157466000,52157466,6.403570508,38.42142305,1460.011925,71156.16098,1159054.8
167,2006.02.11,5,36,1313,64208,1122401,24,27,28,30,36,39,4,52744392000,52744392,6.475629645,38.85377787,1476.441384,71956.87858,1172097.6
168,2006.02.18,5,54,1544,74504,1233043,3,10,31,40,42,43,30,51496212000,51496212,6.322385839,37.93431503,1441.501847,70254.04093,1144360.267
169,2006.02.25,5,31,1171,62705,1069471,16,27,35,37,43,45,19,52076183000,52076183,6.393591085,38.36154651,1457.73662,71045.27012,1157248.511
170,2006.03.04,6,27,1309,67030,1125608,2,11,13,15,31,42,10,49718245000,49718245,6.104098067,36.6245884,1391.732309,67828.43793,1104849.889
171,2006.03.11,6,19,1381,71461,1113068,4,16,25,29,34,35,1,50357474000,50357474,6.182578643,37.09547186,1409.625854,68700.51023,1119054.978
172,2006.03.18,11,19,1276,65456,1111595,4,19,21,24,26,41,35,50758266000,50758266,6.231785401,37.39071241,1420.844978,69247.29332,1127961.467
173,2006.03.25,8,63,1448,78349,1261354,3,9,24,30,33,34,18,52286521000,52286521,6.419415081,38.51649049,1463.624482,71332.2251,1161922.689
174,2006.04.01,7,26,1325,64999,1101483,13,14,18,22,35,39,16,52340568000,52340568,6.426050637,38.55630382,1465.137387,71405.95907,1163123.733
175,2006.04.08,5,48,1347,67585,1137627,19,26,28,31,33,36,17,50895147000,50895147,6.248590802,37.49154481,1424.676604,69434.03411,1131003.267
176,2006.04.15,5,40,1535,76689,1191081,4,17,30,32,33,34,15,50488528000,50488528,6.198668641,37.19201185,1413.294368,68879.3015,1121967.289
177,2006.04.22,7,30,1260,64437,1097033,1,10,13,16,37,43,6,50480325000,50480325,6.197661527,37.18596916,1413.064746,68868.1105,1121785
178,2006.04.29,5,44,1566,74612,1200574,1,5,11,12,18,23,9,49582758000,49582758,6.087463812,36.52478287,1387.939704,67643.59891,1101839.067
179,2006.05.06,10,53,1540,69956,1125523,5,9,17,25,39,43,32,47291694000,47291694,5.80618117,34.83708702,1323.807356,64518,1050926.533
180,2006.05.13,2,35,1284,62876,1047300,2,15,20,21,29,34,22,48895477000,48895477,6.00308371,36.01850226,1368.701069,66705.97135,1086566.156
181,2006.05.20,6,24,1233,60637,1028918,14,21,23,32,40,45,44,49124446000,49124446,6.031195105,36.18717063,1375.110458,67018.34379,1091654.356
182,2006.05.27,3,44,1228,59004,1000820,13,15,27,29,34,40,35,47222594000,47222594,5.7976975,34.786185,1321.873083,64423.72988,1049390.978
183,2006.06.03,6,25,1294,67137,1039403,2,18,24,34,40,42,5,45938460000,45938460,5.640039484,33.8402369,1285.927108,62671.84175,1020854.667
184,2006.06.10,6,31,1331,63344,1054829,1,2,6,16,20,33,41,45503351000,45503351,5.586619497,33.51971698,1273.747369,62078.24147,1011185.578
